parentName	parentAbundance	numOfChildren	mean	sd	median	predictedMean	predictedSd	mean.inference	sd.inference
1	parent000001	118941	380	1.36760940379759	0.729379841522689	1.46239799789896	1.42732167232278	0.716584526130632	1.42732167232278	0.729379841522689
2	parent000002	115233	394	1.33667075382456	0.622755012671837	1.41497334797082	1.4156337660436	0.711217426372419	1.4156337660436	0.711217426372419
3	parent000003	112911	367	1.41962830904471	0.722191633586361	1.46239799789896	1.40815846210315	0.707786803951227	1.41962830904471	0.722191633586361
4	parent000004	106549	384	1.32676656987614	0.667110440674901	1.3520752584199	1.38701968243729	0.698094465837082	1.38701968243729	0.698094465837082
5	parent000005	99517	354	1.33583166986068	0.722759482124014	1.37983392234482	1.36243374631694	0.686838471992696	1.36243374631694	0.722759482124014
6	parent000006	99439	348	1.32357886478557	0.699085879598502	1.36172783601759	1.36215328619094	0.686710178610948	1.36215328619094	0.699085879598502
7	parent000007	98252	358	1.3891605699231	0.637432555272494	1.48424147427697	1.35786324956449	0.684748056263266	1.3891605699231	0.684748056263266
8	parent000008	92602	360	1.27991442021353	0.684807132649344	1.33232098777806	1.33685267233944	0.675146964719566	1.33685267233944	0.684807132649344
9	parent000009	81168	335	1.28299332763199	0.647813927140912	1.34242268082221	1.2909762595297	0.65423398421891	1.2909762595297	0.65423398421891
10	parent000010	77144	344	1.26202308647123	0.642097280040968	1.23044892137827	1.27359976349746	0.646332009890096	1.27359976349746	0.646332009890096
11	parent000011	68482	327	1.21716721266708	0.664616729693477	1.23044892137827	1.23360304117477	0.628186174052959	1.23360304117477	0.664616729693477
12	parent000012	66809	375	1.30201387630273	0.58644034749341	1.36172783601759	1.22542121648267	0.624481868731745	1.30201387630273	0.624481868731745
13	parent000013	59946	344	1.16168253729027	0.610893249251546	1.14612803567824	1.19006701832317	0.608506889955328	1.19006701832317	0.610893249251546
14	parent000014	58861	309	1.22519383979464	0.579014943672069	1.27875360095283	1.18419010201496	0.605856513770329	1.22519383979464	0.605856513770329
15	parent000015	51041	294	1.11463673805284	0.613721012239215	1.11394335230684	1.13912358518227	0.58558411449436	1.13912358518227	0.613721012239215
16	parent000016	44771	265	1.0116559177771	0.567758896698022	1	1.09893656154829	0.567589226520723	1.09893656154829	0.567758896698022
17	parent000017	44614	284	1.11862299775166	0.589058112848366	1.11394335230684	1.09787594710805	0.567115430621322	1.11862299775166	0.589058112848366
18	parent000018	43224	304	1.10039033468253	0.546686827189737	1.11394335230684	1.08835841840342	0.562866468080233	1.10039033468253	0.562866468080233
19	parent000019	42449	315	1.17940394789849	0.543290422270584	1.20411998265592	1.08294945687433	0.560453902128203	1.17940394789849	0.560453902128203
20	parent000020	39924	287	1.10765058724514	0.584004539639658	1.07918124604762	1.06478521739066	0.55236399360984	1.10765058724514	0.584004539639658
